Results for 108th Congress,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,congress,Results for 109th Congress,Results for 110th Congress,Results for 111th Congress,Results for 112th Congress,Results for 113th Congress,Results for 114th Congress,Results for 115th Congress,Results for 116th Congress,Results for 117th Congress,Results for 118th Congress,education_category,party_simplified,gender_simplified,education_ordered
,Edward,J.,,,07/11/1946,,2,U.S. Senator,Democrat,MA,,07/16/2013,01/03/2027,Roman Catholic,White,Professional degree,Law,,,,,Army Reserve,,,118,,,,,,,,,,Markey,Unknown,Democrat,Male,Unknown
,Roger,,,,08/09/1960,,2,U.S. Senator,Republican,KS,,01/03/2021,01/03/2027,Nondenominational,White,Professional degree,Medicine,,,,,Army Reserve,,,118,,,,,,,,,,Marshall,Unknown,Republican,Male,Unknown
,Thomas,,,,01/13/1971,,2,U.S. Representative,Republican,KY,4,11/06/2012,01/03/2025,Methodist,White,Master's degree,Agriculture,Business or banking,,,,Did not serve,,,118,,,,,,,,,,Massie,Unknown,Republican,Male,Unknown
,Brian,,,,07/10/1980,,2,U.S. Representative,Republican,FL,18,01/20/2017,01/03/2025,Christian,White,Bachelor's degree,Public service/politics,,,,,Army,,,118,,,,,,,,,,Mast,Unknown,Republican,Male,Unknown
,Doris,,,,09/25/1944,,1,U.S. Representative,Democrat,CA,6,01/20/2013,01/03/2025,Methodist,Asian American,Bachelor's degree,Public service/politics,,,,,Did not serve,,,118,,,,,,,,,,Matsui,Unknown,Democrat,Female,Unknown
,Lucy,,,,06/01/1960,,1,U.S. Representative,Democrat,GA,6,01/20/2019,01/03/2025,Christian,African American,Bachelor's degree,,,,,,,,,118,,,,,,,,,,McBath,Unknown,Democrat,Male,Unknown
,Kevin,,,,01/26/1965,,2,U.S. Representative,Republican,CA,23,01/20/2013,12/31/2023,Baptist,White,Master's degree,Congressional Aide,,,,,Did not serve,,,118,,,,,,,,,,McCarthy,Unknown,Republican,Male,Unknown
,Michael,,,,01/14/1962,,2,U.S. Representative,Republican,TX,10,01/20/2005,01/03/2025,Roman Catholic,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,118,,,,,,,,,,McCaul,Unknown,Republican,Female,Unknown
,Lisa,C.,,,04/07/1966,,1,U.S. Representative,Republican,MI,10,01/03/2021,01/03/2025,Roman Catholic,Not specified,Bachelor's degree,,,,,,,,,118,,,,,,,,,,McClain,Unknown,Republican,Male,Unknown
,Jennifer,,,,12/28/1972,,1,U.S. Representative,Democrat,VA,4,03/10/2023,01/03/2025,Not specified,African American,Unknown,,,,,,,,,118,,,,,,,,,,McClellan,Unknown,Democrat,Male,Unknown
,Tom,,,,07/10/1956,,2,U.S. Representative,Republican,CA,4,01/06/2009,01/03/2025,Baptist,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,118,,,,,,,,,,McClintock,Unknown,Republican,Male,Unknown
,Betty,,,,07/12/1954,,1,U.S. Representative,Democrat,MN,4,01/20/2001,01/03/2025,Roman Catholic,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,118,,,,,,,,,,McCollum,Unknown,Democrat,Male,Unknown
,Addison,Mitchell,,Mitch,02/20/1942,,2,U.S. Senator,Republican,KY,,01/03/1985,01/03/2027,Baptist,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,,118,,,,,,,,,,McConnell,Unknown,Republican,Male,Unknown
,Richard,,,Rich,10/07/1968,,4,U.S. Representative,Republican,GA,6,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,McCormick,Unknown,Republican,Male,Unknown
,Morgan,,,,12/23/1979,,4,U.S. Representative,Democrat,KY,3,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,McGarvey,Unknown,Democrat,Male,Unknown
,James,P.,,Jim,11/20/1959,,2,U.S. Representative,Democrat,MA,2,01/20/2013,01/03/2025,Roman Catholic,White,Master's degree,Congressional Aide,,,,,Did not serve,,,118,,,,,,,,,,McGovern,Unknown,Democrat,Male,Unknown
,Patrick,T.,,,10/22/1975,,2,U.S. Representative,Republican,NC,10,01/20/2005,01/03/2025,Roman Catholic,White,Bachelor's degree,Law Enforcement,Real Estate,,,,Did not serve,,,118,,,,,,,,,,McHenry,Unknown,Republican,Male,Unknown
,LaMonica,,,,06/20/1986,,1,U.S. Representative,Democrat,NJ,10,09/18/2024,01/03/2025,Baptist,African American,Master's degree,,,,,,,,,118,,,,,,,,,,McIver,Unknown,Democrat,Male,Unknown
,Cathy,,,,05/22/1969,,1,U.S. Representative,Republican,WA,5,01/20/2005,01/03/2025,Christian,White,Master's degree,Agriculture,Public service/politics,,,,Did not serve,,,118,,,,,,,,,,McMorris Rodgers,Unknown,Republican,Male,Unknown
,Gregory,,,,09/25/1953,,2,U.S. Representative,Democrat,NY,5,01/20/2013,01/03/2025,Baptist,African American,Professional degree,Law,Public service/politics,,,,Did not serve,,,118,,,,,,,,,,Meeks,Unknown,Democrat,Female,Unknown
,Robert,,,,01/01/1954,,2,U.S. Senator,Democrat,NJ,,01/17/2006,01/03/2025,Roman Catholic,Hispanic,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Menendez,Unknown,Democrat,Male,Unknown
,Robert,,Jr.,Rob,07/12/1985,,4,U.S. Representative,Democrat,NJ,8,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Menendez,Unknown,Democrat,Female,Unknown
,Grace,,,,10/01/1975,,1,U.S. Representative,Democrat,NY,6,01/20/2013,01/03/2025,Christian,Asian American,Professional degree,Law,Public service/politics,,,,Did not serve,,,118,,,,,,,,,,Meng,Unknown,Democrat,Male,Unknown
,Jeff,,,,10/24/1956,,2,U.S. Senator,Democrat,OR,,01/20/2009,01/03/2027,Lutheran,White,Master's degree,Public service/politics,,,,,Did not serve,,,118,,,,,,,,,,Merkley,Unknown,Democrat,Male,Unknown
,Dan,,,,02/10/1964,,2,U.S. Representative,Republican,PA,9,01/20/2019,01/03/2025,Roman Catholic,White,Bachelor's degree,,,,,,,,,118,,,,,,,,,,Meuser,Unknown,Republican,Male,Unknown
,Kweisi,,,,10/24/1948,,2,U.S. Representative,Democrat,MD,7,05/05/2020,01/03/2025,Baptist,African American,Master's degree,Business or banking,Education,Public service/politics,,,Did not serve,,,118,,,,,,,,,,Mfume,Unknown,Democrat,Male,Unknown
,Carol,,,,11/04/1950,,1,U.S. Representative,Republican,WV,3,01/20/2019,01/03/2025,Baptist,White,Bachelor's degree,,,,,,,,,118,,,,,,,,,,Miller,Unknown,Republican,Female,Unknown
,Mary,E.,,,08/07/1959,,1,U.S. Representative,Republican,IL,15,01/03/2021,01/03/2025,Christian,Not specified,Bachelor's degree,,,,,,,,,118,,,,,,,,,,Miller,Unknown,Republican,Male,Unknown
,Max,Leonard,,,11/13/1988,,2,U.S. Representative,Republican,OH,7,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Miller,Unknown,Republican,Male,Unknown
,Mariannette,,,,09/06/1955,,1,U.S. Representative,Republican,IA,2,01/03/2023,01/03/2025,Roman Catholic,Not specified,Professional degree,,,,,,,,,118,,,,,,,,,,Miller-Meeks,Unknown,Republican,Male,Unknown
,Cory,,,,07/13/1980,,4,U.S. Representative,Republican,FL,7,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Mills,Unknown,Republican,Male,Unknown
,Marcus,J.,,,10/08/1975,,4,U.S. Representative,Republican,NY,19,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Molinaro,Unknown,Republican,Male,Unknown
,John,,,,05/08/1961,,2,U.S. Representative,Republican,MI,4,01/20/2015,01/03/2025,Christian,White,Master's degree,Education,Misc.,,,,Did not serve,,,118,,,,,,,,,,Moolenaar,Unknown,Republican,Male,Unknown
,Alex,X.,,,06/07/1971,,2,U.S. Representative,Republican,WV,2,01/20/2015,01/03/2025,Roman Catholic,Hispanic,Bachelor's degree,Public service/politics,,,,,Did not serve,,,118,,,,,,,,,,Mooney,Unknown,Republican,Male,Unknown
,Barry,,,,09/26/1966,,2,U.S. Representative,Republican,AL,2,01/03/2021,01/03/2025,Baptist,Not specified,Bachelor's degree,,,,,,,,,118,,,,,,,,,,Moore,Unknown,Republican,Male,Unknown
,Blake,D.,,,06/22/1980,,2,U.S. Representative,Republican,UT,1,01/03/2021,01/03/2025,Mormon,Not specified,Master's degree,,,,,,,,,118,,,,,,,,,,Moore,Unknown,Republican,Male,Unknown
,Gwendolynne,,,Gwen,04/18/1951,,1,U.S. Representative,Democrat,WI,4,01/20/2005,01/03/2025,Baptist,African American,Bachelor's degree,Public service/politics,,,,,Did not serve,,,118,,,,,,,,,,Moore,Unknown,Democrat,Male,Unknown
,Jerry,,,,05/29/1954,,2,U.S. Senator,Republican,KS,,01/20/2011,01/03/2029,Methodist,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,118,,,,,,,,,,Moran,Unknown,Republican,Male,Unknown
,Nathaniel,,,,09/23/1974,,4,U.S. Representative,Republican,TX,1,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Moran,Unknown,Republican,Female,Unknown
,Joseph,D.,,,04/29/1957,,2,U.S. Representative,Democrat,NY,25,11/13/2018,01/03/2025,Roman Catholic,White,Bachelor's degree,Computers/technology,,,,,,,,118,,,,,,,,,,Morelle,Unknown,Democrat,Male,Unknown
,Jared,,,,12/18/1980,,4,U.S. Representative,Democrat,FL,23,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Moskowitz,Unknown,Democrat,Female,Unknown
,Seth,W.,,,10/24/1978,,2,U.S. Representative,Democrat,MA,6,01/20/2015,01/03/2025,Christian,White,Master's degree,Business or banking,,,,,Marine Corps,,,118,,,,,,,,,,Moulton,Unknown,Democrat,Male,Unknown
,Frank,J.,,,04/16/1969,,2,U.S. Representative,Democrat,IN,1,01/03/2021,01/03/2025,Roman Catholic,Not specified,Bachelor's degree,,,,,,,,,118,,,,,,,,,,Mrvan,Unknown,Democrat,Female,Unknown
,Kevin,,,,06/15/1970,,2,U.S. Representative,Democrat,CA,15,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Mullin,Unknown,Democrat,Male,Unknown
,Markwayne,,,,06/26/1977,,2,U.S. Senator,Republican,OK,,01/03/2023,01/03/2027,Pentecostal,Native American,Associate degree,Business or banking,,,,,Did not serve,,,118,,,,,,,,,,Mullin,Unknown,Republican,Male,Unknown
,Markwayne,,,,06/26/1977,,2,U.S. Representative,Republican,OK,2,01/20/2013,01/03/2029,Pentecostal,Native American,Associate degree,Business or banking,,,,,Did not serve,,,118,,,,,,,,,,Mullin,Unknown,Republican,Male,Unknown
,Lisa,,,,05/22/1957,,1,U.S. Senator,Republican,AK,,12/20/2002,01/03/2029,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Murkowski,Unknown,Republican,Male,Unknown
,Christopher,S.,,,08/03/1973,,2,U.S. Senator,Democrat,CT,,01/20/2013,01/03/2025,Protestant,White,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Murphy,Unknown,Democrat,Male,Unknown
,Gregory,,,Greg,03/05/1963,,2,U.S. Representative,Republican,NC,3,09/17/2019,01/03/2025,Christian,White,Professional degree,,,,,,,,,118,,,,,,,,,,Murphy,Unknown,Republican,Female,Unknown
,Patty,,,,10/11/1950,,1,U.S. Senator,Democrat,WA,,01/05/1993,01/03/2029,Roman Catholic,White,Bachelor's degree,Education,,,,,Did not serve,,,118,,,,,,,,,,Murray,Unknown,Democrat,Male,Unknown
,Jerrold,,,,06/13/1947,,2,U.S. Representative,Democrat,NY,10,01/20/2013,01/03/2025,Jewish,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,118,,,,,,,,,,Nadler,Unknown,Democrat,Male,Unknown
,Grace,F.,,,12/04/1936,,1,U.S. Representative,Democrat,CA,32,01/20/2013,01/03/2025,Roman Catholic,Hispanic,High School graduate,Business or banking,,,,,Did not serve,,,118,,,,,,,,,,Napolitano,Unknown,Democrat,Male,Unknown
,Richard,E.,,,02/14/1949,,2,U.S. Representative,Democrat,MA,1,01/20/2013,01/03/2025,Roman Catholic,White,Master's degree,Education,Public service/politics,,,,Did not serve,,,118,,,,,,,,,,Neal,Unknown,Democrat,Male,Unknown
,Joe,,,,05/13/1984,,2,U.S. Representative,Democrat,CO,2,01/20/2019,01/03/2025,Christian,African American,Professional degree,,,,,,,,,118,,,,,,,,,,Neguse,Unknown,Democrat,Male,Unknown
,Troy,E.,,,04/07/1968,,2,U.S. Representative,Republican,TX,22,01/03/2021,01/03/2025,Christian,Not specified,Master's degree,,,,,,,,,118,,,,,,,,,,Nehls,Unknown,Republican,Male,Unknown
,Dan,,,,07/10/1955,,2,U.S. Representative,Republican,WA,4,01/20/2015,01/03/2025,Presbyterian,White,Bachelor's degree,Agriculture,,,,,Did not serve,,,118,,,,,,,,,,Newhouse,Unknown,Republican,Male,Unknown
,Wiley,,,,11/23/1975,,4,U.S. Representative,Democrat,NC,13,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Nickel,Unknown,Democrat,Male,Unknown
,Donald,,,,12/13/1958,,2,U.S. Representative,Democrat,NJ,1,11/04/2014,01/03/2025,Lutheran,White,Associate degree,Construction/building trades,,,,,Did not serve,,,118,,,,,,,,,,Norcross,Unknown,Democrat,Female,Unknown
,Ralph,,,,06/20/1963,,2,U.S. Representative,Republican,SC,5,06/26/2017,01/03/2025,Presbyterian,White,Bachelor's degree,Real Estate,,,,,,,,118,,,,,,,,,,Norman,Unknown,Republican,Male,Unknown
,Zachary,,,Zach,05/04/1979,,4,U.S. Representative,Republican,IA,3,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Nunn,Unknown,Republican,Male,Unknown
,Jay,,,,08/18/1970,,2,U.S. Representative,Republican,CA,8,01/03/2021,01/03/2025,Christian,Not specified,Doctorate degree,,,,,,,,,118,,,,,,,,,,Obernolte,Unknown,Republican,Male,Unknown
,Alexandria,,,,10/13/1989,,1,U.S. Representative,Democrat,NY,14,01/20/2019,01/03/2025,Roman Catholic,Hispanic,Bachelor's degree,,,,,,,,,118,,,,,,,,,,Ocasio-Cortez,Unknown,Democrat,Male,Unknown
,Andrew,,,Andy,06/18/1971,,4,U.S. Representative,Republican,TN,5,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Ogles,Unknown,Republican,Male,Unknown
,Ilhan,,,,10/04/1982,,1,U.S. Representative,Democrat,MN,5,01/20/2019,01/03/2025,Muslim,African American,Bachelor's degree,,,,,,,,,118,,,,,,,,,,Omar,Unknown,Democrat,Male,Unknown
,Jon,,,,02/16/1987,,2,U.S. Senator,Democrat,GA,,01/20/2021,01/03/2027,Jewish,White,Master's degree,,,,,,,,,118,,,,,,,,,,Ossoff,Unknown,Democrat,Female,Unknown
,Burgess,,,,08/02/1951,,2,U.S. Representative,Republican,UT,4,01/03/2021,01/03/2025,Mormon,Not specified,Bachelor's degree,,,,,,,,,118,,,,,,,,,,Owens,Unknown,Republican,Male,Unknown
,Alex,,,,03/22/1973,,2,U.S. Senator,Democrat,CA,,01/20/2021,01/03/2029,Roman Catholic,Not specified,Bachelor's degree,,,,,,,,,118,,,,,,,,,,Padilla,Unknown,Democrat,Male,Unknown
,Frank,,Jr.,,10/30/1951,,2,U.S. Representative,Democrat,NJ,6,01/03/1993,01/03/2025,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Pallone,Unknown,Democrat,Female,Unknown
,Gary,,,,05/14/1954,,2,U.S. Representative,Republican,AL,6,01/20/2015,01/03/2025,Christian,White,Bachelor's degree,Business or banking,Public service/politics,,,,Did not serve,,,118,,,,,,,,,,Palmer,Unknown,Republican,Male,Unknown
,Jimmy,,,,10/01/1969,,2,U.S. Representative,Democrat,CA,20,01/20/2017,01/03/2025,Roman Catholic,White,Professional degree,Law,,,,,Naval Reserve,,,118,,,,,,,,,,Panetta,Unknown,Democrat,Male,Unknown
,Chris,,,,06/04/1980,,2,U.S. Representative,Democrat,NH,1,01/20/2019,01/03/2025,Greek Orthodox,White,Bachelor's degree,,,,,,,,,118,,,,,,,,,,Pappas,Unknown,Democrat,Male,Unknown
,William,J,Jr.,Bill Jr.,01/27/1937,,2,U.S. Representative,Democrat,NJ,9,01/20/2013,01/03/2025,Roman Catholic,White,Master's degree,Education,Public service/politics,,,,Reserve,,,118,,,,,,,,,,Pascrell,Unknown,Democrat,Male,Unknown
,Rand,,,,01/07/1963,,2,U.S. Senator,Republican,KY,,01/20/2011,01/03/2029,Presbyterian,White,Professional degree,Medicine,,,,,Did not serve,,,118,,,,,,,,,,Paul,Unknown,Republican,Male,Unknown
,Donald,M.,Jr.,,12/16/1958,04/24/2024,2,U.S. Representative,Democrat,NJ,10,11/06/2012,04/24/2024,Baptist,African American,High School graduate,Public service/politics,,,,,Did not serve,,,118,,,,,,,,,,Payne,Unknown,Democrat,Female,Unknown
,Nancy,,,,03/26/1940,,1,U.S. Representative,Democrat,CA,12,01/20/2013,01/03/2025,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,118,,,,,,,,,,Pelosi,Unknown,Democrat,Male,Unknown
,Mary,,,,08/31/1973,,1,U.S. Representative,Democrat,AK,,09/13/2022,01/03/2025,Not specified,Native American,Unknown,,,,,,,,,118,,,,,,,,,,Peltola,Unknown,Democrat,Male,Unknown
,Greg,,,,11/14/1956,,2,U.S. Representative,Republican,IN,6,01/20/2019,01/03/2025,Roman Catholic,White,Master's degree,,,,,,,,,118,,,,,,,,,,Pence,Unknown,Republican,Male,Unknown
,Marie,Gluesenkamp,,,06/04/1988,,1,U.S. Representative,Democrat,WA,3,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Perez,Unknown,Democrat,Male,Unknown
,Scott,,,,05/27/1962,,2,U.S. Representative,Republican,PA,10,01/20/2019,01/03/2025,Christian,White,Bachelor's degree,Business or banking,,,,,Pennsylvania National Guard,,,118,,,,,,,,,,Perry,Unknown,Republican,Male,Unknown
,Gary,,,,12/01/1958,,2,U.S. Senator,Democrat,MI,,01/03/2014,01/03/2027,Episcopalian,White,Professional degree,Education,,,,,Naval Reserve,,,118,,,,,,,,,,Peters,Unknown,Democrat,Male,Unknown
,Scott,,,,06/17/1958,,2,U.S. Representative,Democrat,CA,52,01/20/2013,01/03/2025,Lutheran,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,118,,,,,,,,,,Peters,Unknown,Democrat,Male,Unknown
,Brittany,,,,12/06/1981,,4,U.S. Representative,Democrat,CO,7,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Pettersen,Unknown,Democrat,Male,Unknown
,August,,,,12/28/1977,,2,U.S. Representative,Republican,TX,11,01/03/2021,01/03/2025,Christian,Not specified,Master's degree,,,,,,,,,118,,,,,,,,,,Pfluger,Unknown,Republican,Male,Unknown
,Dean,,,,01/20/1969,,2,U.S. Representative,Democrat,MN,3,01/20/2019,01/03/2025,Jewish,White,Master's degree,,,,,,,,,118,,,,,,,,,,Phillips,Unknown,Democrat,Male,Unknown
,Chellie,,,,04/02/1955,,1,U.S. Representative,Democrat,ME,1,01/20/2009,01/03/2025,Lutheran,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,118,,,,,,,,,,Pingree,Unknown,Democrat,Male,Unknown
,Mark,,,,08/14/1964,,2,U.S. Representative,Democrat,WI,2,01/20/2013,01/03/2025,Not specified,White,Bachelor's degree,Business or banking,Real Estate,,,,Did not serve,,,118,,,,,,,,,,Pocan,Unknown,Democrat,Male,Unknown
,Katie,,,,01/03/1974,,1,U.S. Representative,Democrat,CA,45,01/20/2019,01/03/2025,Episcopalian,White,Professional degree,,,,,,,,,118,,,,,,,,,,Porter,Unknown,Democrat,Female,Unknown
,Bill,,,,12/18/1947,,2,U.S. Representative,Republican,FL,8,01/20/2013,01/03/2025,Methodist,White,Associate degree,Real Estate,,,,,Did not serve,,,118,,,,,,,,,,Posey,Unknown,Republican,Male,Unknown
,Ayanna,Soyini,,,02/03/1974,,1,U.S. Representative,Democrat,MA,7,01/20/2019,01/03/2025,Baptist,African American,High School graduate,,,,,,,,,118,,,,,,,,,,Pressley,Unknown,Democrat,Male,Unknown
,Mike,,,,10/17/1958,,2,U.S. Representative,Democrat,IL,5,04/07/2009,01/03/2025,Roman Catholic,White,Professional degree,Education,Law,Public service/politics,,,Did not serve,,,118,,,,,,,,,,Quigley,Unknown,Democrat,Female,Unknown
,Delia,C.,,,07/02/1983,,4,U.S. Representative,Democrat,IL,3,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Ramirez,Unknown,Democrat,Female,Unknown
,Jamie,,,,12/13/1962,,2,U.S. Representative,Democrat,MD,8,01/20/2017,01/03/2025,Jewish,White,Professional degree,Law,,,,,,,,118,,,,,,,,,,Raskin,Unknown,Democrat,Male,Unknown
,John,F.,,Jack,11/12/1949,,2,U.S. Senator,Democrat,RI,,01/03/1997,01/03/2027,Roman Catholic,White,Professional degree,Education,Law,,,,Army,,,118,,,,,,,,,,Reed,Unknown,Democrat,Male,Unknown
,Guy,,,,04/17/1983,,2,U.S. Representative,Republican,PA,14,01/20/2019,01/03/2025,Christian,White,Professional degree,,,,,,,,,118,,,,,,,,,,Reschenthaler,Unknown,Republican,Male,Unknown
,Pete,,,,08/19/1964,,4,U.S. Senator,Republican,NE,,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Ricketts,Unknown,Republican,Male,Unknown
,Jim,,,,05/03/1943,,2,U.S. Senator,Republican,ID,,01/20/2009,01/03/2027,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Risch,Unknown,Republican,Male,Unknown
,Harold,Dallas,,,12/31/1937,,2,U.S. Representative,Republican,KY,5,01/03/1981,01/03/2025,Baptist,White,Professional degree,Law,,,,,National Guard,,,118,,,,,,,,,,Rogers,Unknown,Republican,Female,Unknown
,Michael,Dennis,,Mike,07/16/1958,,2,U.S. Representative,Republican,AL,3,01/20/2003,01/03/2025,Baptist,White,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Rogers,Unknown,Republican,Female,Unknown
,W. Mitt,,,,03/12/1947,,2,U.S. Senator,Republican,UT,,01/20/2019,01/03/2025,Mormon,White,Professional degree,,,,,,,,,118,,,,,,,,,,Romney,Unknown,Republican,Male,Unknown
,John,W.,,,02/23/1965,,2,U.S. Representative,Republican,TN,6,01/20/2019,01/03/2025,Christian,White,Professional degree,,,,,,,,,118,,,,,,,,,,Rose,Unknown,Republican,Male,Unknown
,Jacky,,,,09/02/1957,,1,U.S. Senator,Democrat,NV,,01/20/2019,01/03/2025,Jewish,White,Bachelor's degree,Computers/technology,,,,,,,,118,,,,,,,,,,Rosen,Unknown,Democrat,Male,Unknown
,Matthew,M.,Sr.,,07/07/1960,,2,U.S. Representative,Republican,MT,AL,01/03/2021,01/03/2025,Roman Catholic,Not specified,High School graduate,,,,,,,,,118,,,,,,,,,,Rosendale,Unknown,Republican,Male,Unknown
,Deborah,K.,,,06/20/1963,,1,U.S. Representative,Democrat,NC,2,01/03/2021,01/03/2025,Unitarian,Not specified,Professional degree,,,,,,,,,118,,,,,,,,,,Ross,Unknown,Democrat,Female,Unknown
,Michael,,,Mike,10/24/1954,,2,U.S. Senator,Republican,SD,,01/20/2015,01/03/2027,Roman Catholic,White,Bachelor's degree,Business or banking,Real Estate,,,,Did not serve,,,118,,,,,,,,,,Rounds,Unknown,Republican,Female,Unknown
,David,,,,02/16/1972,,2,U.S. Representative,Republican,NC,7,01/20/2015,01/03/2025,Southern Baptist,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,118,,,,,,,,,,Rouzer,Unknown,Republican,Male,Unknown
,Chip,,,,08/07/1972,,2,U.S. Representative,Republican,TX,21,01/20/2019,01/03/2025,Baptist,White,Professional degree,,,,,,,,,118,,,,,,,,,,Roy,Unknown,Republican,Male,Unknown
,Marco,,,,05/28/1971,,2,U.S. Senator,Republican,FL,,01/20/2011,01/03/2029,Roman Catholic,Hispanic,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Rubio,Unknown,Republican,Male,Unknown
,Raul,,,,08/25/1972,,2,U.S. Representative,Democrat,CA,36,01/20/2013,01/03/2025,Seventh-Day Adventist,Hispanic,Professional degree,Medicine,,,,,Did not serve,,,118,,,,,,,,,,Ruiz,Unknown,Democrat,Male,Unknown
,Michael,,,,03/11/1969,,2,U.S. Representative,Republican,OH,6,06/25/2024,01/03/2025,Roman Catholic,White,Bachelor's degree,Business or banking,Education,Public service/politics,,,,,,118,,,,,,,,,,Rulli,Unknown,Republican,Male,Unknown
,Charles,A.,III,Dutch,01/31/1946,,2,U.S. Representative,Democrat,MD,2,01/20/2003,01/03/2025,Christian,White,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Ruppersberger,Unknown,Democrat,Male,Unknown
