Results for 108th Congress,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,congress,Results for 109th Congress,Results for 110th Congress,Results for 111th Congress,Results for 112th Congress,Results for 113th Congress,Results for 114th Congress,Results for 115th Congress,Results for 116th Congress,Results for 117th Congress,Results for 118th Congress
,Patty,,,,10/11/1950,,1,U.S. Senator,Democrat,WA,,01/05/1993,01/03/2029,Roman Catholic,White,Bachelor's degree,Education,,,,,Did not serve,,,115,,,,,,,Murray,,,
,Jerrold,,,,06/13/1947,,2,U.S. Representative,Democrat,NY,10,01/20/2013,01/03/2025,Jewish,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,115,,,,,,,Nadler,,,
,Grace,F.,,,12/04/1936,,1,U.S. Representative,Democrat,CA,32,01/20/2013,01/03/2025,Roman Catholic,Hispanic,High School graduate,Business or banking,,,,,Did not serve,,,115,,,,,,,Napolitano,,,
,Richard,E.,,,02/14/1949,,2,U.S. Representative,Democrat,MA,1,01/20/2013,01/03/2025,Roman Catholic,White,Master's degree,Education,Public service/politics,,,,Did not serve,,,115,,,,,,,Neal,,,
,Clarence,William,,Bill,09/29/1942,,2,U.S. Senator,Democrat,FL,,01/03/2001,01/03/2019,Episcopalian,White,Professional degree,Law,,,,,Army Reserve,,,115,,,,,,,Nelson,,,
,Dan,,,,07/10/1955,,2,U.S. Representative,Republican,WA,4,01/20/2015,01/03/2025,Presbyterian,White,Bachelor's degree,Agriculture,,,,,Did not serve,,,115,,,,,,,Newhouse,,,
,Kristi,,,,11/30/1971,,1,U.S. Representative,Republican,SD,AL,01/03/2011,01/03/2019,Evangelical,White,Unknown,Agriculture,,,,,Did not serve,,,115,,,,,,,Noem,,,
,Richard,Michael,,Rick,12/17/1943,,2,U.S. Representative,Democrat,MN,8,01/03/2013,01/03/2019,Roman Catholic,White,Bachelor's degree,Congressional Aide,Construction/building trades,Education,,,Did not serve,,,115,,,,,,,Nolan,,,
,Donald,,,,12/13/1958,,2,U.S. Representative,Democrat,NJ,1,11/04/2014,01/03/2025,Lutheran,White,Associate degree,Construction/building trades,,,,,Did not serve,,,115,,,,,,,Norcross,,,
,Ralph,,,,06/20/1963,,2,U.S. Representative,Republican,SC,5,06/26/2017,01/03/2025,Presbyterian,White,Bachelor's degree,Real Estate,,,,,,,,115,,,,,,,Norman,,,
,Devin,G.,,,10/01/1973,,2,U.S. Representative,Republican,CA,22,01/20/2013,01/03/2022,Roman Catholic,Hispanic,Master's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Nunes,,,
,Alan,,,,10/09/1958,02/06/2015,2,U.S. Representative,Republican,MS,1,01/03/2011,02/15/2015,Baptist,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Nunnelee,,,
,Barack,,,,10/04/1961,,2,U.S. President,Democrat,,,01/20/2009,01/20/2017,United Church of Christ,African American,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Obama,,,
,Tom,,,,01/24/1946,,2,U.S. Representative,Democrat,AZ,1,01/20/2017,01/03/2023,Roman Catholic,White,High School graduate,Law Enforcement,,,,,,,,115,,,,,,,O'Halleran,,,
,Pete,,,,12/09/1962,,2,U.S. Representative,Republican,TX,22,01/03/2009,01/03/2021,United Methodist,White,Professional degree,Congressional Aide,,,,,Navy,,,115,,,,,,,Olson,,,
,Beto,,,,09/26/1972,,2,U.S. Representative,Democrat,TX,16,01/03/2013,01/03/2019,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,O'Rourke,,,
,Steven,,,,02/21/1970,,2,U.S. Representative,Republican,MS,4,01/20/2011,01/03/2023,Roman Catholic,White,Master's degree,Business or banking,,,,,MS National Guard,U.S. Marine Corps Reserve,,115,,,,,,,Palazzo,,,
,Frank,,Jr.,,10/30/1951,,2,U.S. Representative,Democrat,NJ,6,01/03/1993,01/03/2023,Roman Catholic,White,Professional degree,,,,,,,,,115,,,,,,,Pallone,,,
,Frank,,Jr.,,10/30/1951,,2,U.S. Representative,Democrat,NJ,6,01/03/1993,01/03/2025,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Pallone,,,
,Gary,,,,05/14/1954,,2,U.S. Representative,Republican,AL,6,01/20/2015,01/03/2025,Christian,White,Bachelor's degree,Business or banking,Public service/politics,,,,Did not serve,,,115,,,,,,,Palmer,,,
,Jimmy,,,,10/01/1969,,2,U.S. Representative,Democrat,CA,20,01/20/2017,01/03/2025,Roman Catholic,White,Professional degree,Law,,,,,Naval Reserve,,,115,,,,,,,Panetta,,,
,William,J,Jr.,Bill Jr.,01/27/1937,,2,U.S. Representative,Democrat,NJ,9,01/20/2013,01/03/2025,Roman Catholic,White,Master's degree,Education,Public service/politics,,,,Reserve,,,115,,,,,,,Pascrell,,,
,Rand,,,,01/07/1963,,2,U.S. Senator,Republican,KY,,01/20/2011,01/03/2023,Presbyterian,White,Professional degree,Medicine,,,,,Did not serve,,,115,,,,,,,Paul,,,
,Rand,,,,01/07/1963,,2,U.S. Senator,Republican,KY,,01/20/2011,01/03/2029,Presbyterian,White,Professional degree,Medicine,,,,,Did not serve,,,115,,,,,,,Paul,,,
,Erik,,,,05/14/1965,,2,U.S. Representative,Republican,MN,3,01/06/2009,01/03/2019,Lutheran,White,Bachelor's degree,Congressional Aide,,,,,Did not serve,,,115,,,,,,,Paulsen,,,
,Donald,M.,Jr.,,12/16/1958,04/24/2024,2,U.S. Representative,Democrat,NJ,10,11/06/2012,04/24/2024,Baptist,African American,High School graduate,Public service/politics,,,,,Did not serve,,,115,,,,,,,Payne,,,
,Steve,E.,,Steve,08/24/1947,,2,U.S. Representative,Republican,NM,2,01/03/2011,01/03/2019,Roman Catholic,White,Master's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Pearce,,,
,Nancy,,,,03/26/1940,,1,U.S. Representative,Democrat,CA,12,01/20/2013,01/03/2025,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Pelosi,,,
,Mike,,,,06/07/1959,,2,U.S. Vice President,Republican,,,01/20/2017,01/20/2021,Christian,White,Professional degree,Acting/entertainer,,,,,Did not serve,,,115,,,,,,,Pence,,,
,David,,,,12/10/1949,,2,U.S. Senator,Republican,GA,,01/03/2015,01/03/2021,Methodist,White,Master's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Perdue,,,
,Ed,,,,05/01/1953,,2,U.S. Representative,Democrat,CO,7,01/20/2007,01/03/2023,Protestant,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Perlmutter,,,
,Scott,,,,05/27/1962,,2,U.S. Representative,Republican,PA,4,01/03/2013,01/03/2019,Christian,White,Bachelor's degree,Business or banking,,,,,Pennsylvania National Guard,,,115,,,,,,,Perry,,,
,Gary,,,,12/01/1958,,2,U.S. Senator,Democrat,MI,,01/03/2014,01/03/2027,Episcopalian,White,Professional degree,Education,,,,,Naval Reserve,,,115,,,,,,,Peters,,,
,Scott,,,,06/17/1958,,2,U.S. Representative,Democrat,CA,52,01/20/2013,01/03/2025,Lutheran,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,115,,,,,,,Peters,,,
,Collin,C.,,,06/29/1944,,2,U.S. Representative,Democrat,MN,7,01/03/1991,01/03/2021,Lutheran,White,Bachelor's degree,Business or banking,,,,,Army National Guard,,,115,,,,,,,Peterson,,,
,Chellie,,,,04/02/1955,,1,U.S. Representative,Democrat,ME,1,01/20/2009,01/03/2025,Lutheran,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Pingree,,,
,Robert,,,,08/15/1948,,2,U.S. Representative,Republican,NC,9,01/03/2013,01/03/2019,Protestant,White,Bachelor's degree,Public service/politics,Real Estate,,,,Did not serve,,,115,,,,,,,Pittenger,,,
,Mark,,,,08/14/1964,,2,U.S. Representative,Democrat,WI,2,01/20/2013,01/03/2025,Not specified,White,Bachelor's degree,Business or banking,Real Estate,,,,Did not serve,,,115,,,,,,,Pocan,,,
,Ted,,,,09/10/1948,,2,U.S. Representative,Republican,TX,2,01/03/2005,01/03/2019,United Church of Christ,White,Professional degree,Education,Law Enforcement,,,,Air Force Reserve,,,115,,,,,,,Poe,,,
,Bruce,,,,11/01/1953,,2,U.S. Representative,Republican,ME,2,01/03/2015,01/03/2019,Roman Catholic,White,Bachelor's degree,Business or banking,Real Estate,,,,Did not serve,,,115,,,,,,,Poliquin,,,
,Jared,,,,05/12/1975,,2,U.S. Representative,Democrat,CO,2,01/06/2009,01/03/2019,Jewish,White,Bachelor's degree,Computers/technology,,,,,Did not serve,,,115,,,,,,,Polis,,,
,Mike,,,,12/30/1963,,2,U.S. Representative,Republican,KS,4,01/03/2011,01/23/2017,Presbyterian,White,Professional degree,Law,,,,,U.S. Army,,,115,,,,,,,Pompeo,,,
,Rob,,,,12/19/1955,,2,U.S. Senator,Republican,OH,,01/20/2011,01/03/2023,Methodist,White,Professional degree,Congressional Aide,Law,Public service/politics,,,Did not serve,,,115,,,,,,,Portman,,,
,Bill,,,,12/18/1947,,2,U.S. Representative,Republican,FL,8,01/20/2013,01/03/2025,Methodist,White,Associate degree,Real Estate,,,,,Did not serve,,,115,,,,,,,Posey,,,
,David,E.,,,08/17/1940,,2,U.S. Representative,Democrat,NC,4,01/03/1997,01/03/2023,Baptist,White,Doctorate degree,Education,Public service/politics,,,,Did not serve,,,115,,,,,,,Price,,,
,Tom,,,,10/08/1954,,2,U.S. Representative,Republican,GA,6,01/03/2005,02/10/2017,Presbyterian,White,Professional degree,Medicine,,,,,Did not serve,,,115,,,,,,,Price,,,
,Mike,,,,10/17/1958,,2,U.S. Representative,Democrat,IL,5,04/07/2009,01/03/2025,Roman Catholic,White,Professional degree,Education,Law,Public service/politics,,,Did not serve,,,115,,,,,,,Quigley,,,
,Jamie,,,,12/13/1962,,2,U.S. Representative,Democrat,MD,8,01/20/2017,01/03/2025,Jewish,White,Professional degree,Law,,,,,,,,115,,,,,,,Raskin,,,
,John,,,,10/20/1965,,2,U.S. Representative,Republican,TX,4,01/03/2015,05/22/2020,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Ratcliffe,,,
,John,F.,,Jack,11/12/1949,,2,U.S. Senator,Democrat,RI,,01/03/1997,01/03/2027,Roman Catholic,White,Professional degree,Education,Law,,,,Army,,,115,,,,,,,Reed,,,
,Tom,W.,II,,11/18/1971,,2,U.S. Representative,Republican,NY,23,01/20/2013,05/10/2022,Roman Catholic,White,Professional degree,Law,Real Estate,,,,Did not serve,,,115,,,,,,,Reed,,,
,David,,,Dave,08/29/1950,,2,U.S. Representative,Republican,WA,8,01/03/2005,01/03/2019,Lutheran,White,Bachelor's degree,Law Enforcement,,,,,Air Force,Air Force Reserve,,115,,,,,,,Reichert,,,
,Jim,,,,12/03/1958,,2,U.S. Representative,Republican,OH,16,01/03/2011,01/03/2019,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Renacci,,,
,Kathleen,,,,02/15/1965,,1,U.S. Representative,Democrat,NY,4,01/20/2015,01/03/2023,Roman Catholic,White,Professional degree,,,,,,Did not serve,,,115,,,,,,,Rice,,,
,Tom,,,,08/04/1957,,2,U.S. Representative,Republican,SC,7,01/20/2013,01/03/2023,Episcopalian,White,Professional degree,Business or banking,Law,,,,Did not serve,,,115,,,,,,,Rice,,,
,Cedric,L.,,,09/13/1973,,2,U.S. Representative,Democrat,LA,2,01/20/2011,01/15/2021,Baptist,African American,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Richmond,,,
,Jim,,,,05/03/1943,,2,U.S. Senator,Republican,ID,,01/20/2009,01/03/2027,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Risch,,,
,Charles,Patrick,,Pat,04/20/1936,,2,U.S. Senator,Republican,KS,,01/07/1997,01/03/2021,Methodist,White,Bachelor's degree,Congressional Aide,Journalism,,,,Marine Corps,,,115,,,,,,,Roberts,,,
,Martha,,,,07/26/1976,,1,U.S. Representative,Republican,AL,2,01/03/2011,01/03/2021,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Roby,,,
,David,P.,,Phil,07/21/1945,,2,U.S. Representative,Republican,TN,1,01/03/2009,01/03/2021,United Methodist,White,Professional degree,Medicine,,,,,Army Medical Corps,,,115,,,,,,,Roe,,,
,Harold,Dallas,,,12/31/1937,,2,U.S. Representative,Republican,KY,5,01/03/1981,01/03/2025,Baptist,White,Professional degree,Law,,,,,National Guard,,,115,,,,,,,Rogers,,,
,Michael,Dennis,,Mike,07/16/1958,,2,U.S. Representative,Republican,AL,3,01/20/2003,01/03/2025,Baptist,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Rogers,,,
,Dana,,,,06/21/1947,,2,U.S. Representative,Republican,CA,48,01/03/2013,01/03/2019,Baptist,White,Master's degree,Journalism,Public service/politics,,,,Did not serve,,,115,,,,,,,Rohrabacher,,,
,Todd,,,,02/09/1970,,2,U.S. Representative,Republican,IN,4,01/03/2011,01/03/2019,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Rokita,,,
,Francis,,,,12/04/1953,,2,U.S. Representative,Republican,FL,19,01/03/2017,01/03/2021,Christian,White,Professional degree,Construction/building trades,,,,,,,,115,,,,,,,Rooney,,,
,Thomas,J.,,,11/21/1970,,2,U.S. Representative,Republican,FL,17,01/03/2013,01/03/2019,Roman Catholic,White,Professional degree,Law,,,,,Army,,,115,,,,,,,Rooney,,,
,Jacky,,,,09/02/1957,,1,U.S. Representative,Democrat,NV,3,01/03/2017,01/03/2019,Jewish,White,Bachelor's degree,Computers/technology,,,,,,,,115,,,,,,,Rosen,,,
,Peter,,,,09/13/1961,,2,U.S. Representative,Republican,IL,6,01/03/2007,01/03/2019,Anglican,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Roskam,,,
,Ileana,,,,07/12/1952,,1,U.S. Representative,Republican,FL,27,01/03/2013,01/03/2019,Roman Catholic,Hispanic,Professional degree,Business or banking,Education,Public service/politics,,,Did not serve,,,115,,,,,,,Ros-Lehtinen,,,
,Dennis,,,,10/18/1959,,2,U.S. Representative,Republican,FL,15,01/03/2013,01/03/2019,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Ross,,,
,Keith,,,,04/25/1962,,2,U.S. Representative,Republican,PA,12,01/03/2013,01/03/2019,Roman Catholic,White,Bachelor's degree,Computers/technology,Law,,,,Did not serve,,,115,,,,,,,Rothfus,,,
,Michael,,,Mike,10/24/1954,,2,U.S. Senator,Republican,SD,,01/20/2015,01/03/2027,Roman Catholic,White,Bachelor's degree,Business or banking,Real Estate,,,,Did not serve,,,115,,,,,,,Rounds,,,
,David,,,,02/16/1972,,2,U.S. Representative,Republican,NC,7,01/20/2015,01/03/2025,Southern Baptist,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,115,,,,,,,Rouzer,,,
,Lucille,,,,06/12/1941,,1,U.S. Representative,Democrat,CA,40,01/20/2013,01/03/2023,Roman Catholic,Hispanic,Bachelor's degree,Public service/politics,,,,,Did not serve,,,115,,,,,,,Roybal-Allard,,,
,Edward,R.,,Ed,10/12/1951,,2,U.S. Representative,Republican,CA,39,01/03/2013,01/03/2019,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Royce,,,
,Marco,,,,05/28/1971,,2,U.S. Senator,Republican,FL,,01/20/2011,01/03/2023,Roman Catholic,Hispanic,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Rubio,,,
,Marco,,,,05/28/1971,,2,U.S. Senator,Republican,FL,,01/20/2011,01/03/2029,Roman Catholic,Hispanic,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Rubio,,,
,Raul,,,,08/25/1972,,2,U.S. Representative,Democrat,CA,36,01/20/2013,01/03/2025,Seventh-Day Adventist,Hispanic,Professional degree,Medicine,,,,,Did not serve,,,115,,,,,,,Ruiz,,,
,Charles,A.,III,Dutch,01/31/1946,,2,U.S. Representative,Democrat,MD,2,01/20/2003,01/03/2025,Christian,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Ruppersberger,,,
,Bobby,L.,,,11/23/1946,,2,U.S. Representative,Democrat,IL,1,01/03/1993,01/03/2023,Protestant,African American,Master's degree,Business or banking,Public service/politics,,,,Army,,,115,,,,,,,Rush,,,
,Steve,,,,05/25/1963,,2,U.S. Representative,Republican,OK,5,01/03/2015,01/03/2019,Southern Baptist,White,Bachelor's degree,Business or banking,Military,,,,Army 1985-2006,,,115,,,,,,,Russell,,,
,John,,,,09/02/1952,,2,U.S. Representative,Republican,FL,4,01/20/2017,01/03/2025,Roman Catholic,White,Bachelor's degree,Law Enforcement,,,,,,,,115,,,,,,,Rutherford,,,
,Paul,D.,,,01/29/1970,,2,U.S. Representative,Republican,WI,1,01/03/1999,01/03/2019,Roman Catholic,White,Bachelor's degree,Business or banking,Congressional Aide,,,,Did not serve,,,115,,,,,,,Ryan,,,
,Timothy,J.,,Tim,07/16/1973,,2,U.S. Representative,Democrat,OH,13,01/20/2013,01/03/2023,Roman Catholic,White,Professional degree,Congressional Aide,,,,,Did not serve,,,115,,,,,,,Ryan,,,
,Linda,T.,,,01/28/1969,,1,U.S. Representative,Democrat,CA,38,01/20/2013,01/03/2025,Roman Catholic,Hispanic,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Sánchez,,,
,Bernard,,,Bernie,09/08/1941,,2,U.S. Senator,Independent,VT,,01/20/2007,01/03/2025,Jewish,White,Bachelor's degree,Education,Journalism,,,,Did not serve,,,115,,,,,,,Sanders,,,
,Marshall,,,Mark,05/28/1960,,2,U.S. Representative,Republican,SC,1,05/15/2013,01/03/2019,Episcopalian,White,Master's degree,Business or banking,Real Estate,,,,Did not serve,,,115,,,,,,,Sanford,,,
,John,,,,05/22/1962,,2,U.S. Representative,Democrat,MD,3,01/20/2007,01/03/2025,Greek Orthodox,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Sarbanes,,,
,Ben,,,,02/22/1972,,2,U.S. Senator,Republican,NE,,01/20/2015,01/08/2023,Evangelical,White,Doctorate degree,Business or banking,Education,Public service/politics,,,Did not serve,,,115,,,,,,,Sasse,,,
,Steven,Joseph,,Steve,10/06/1965,,2,U.S. Representative,Republican,LA,1,05/03/2008,01/03/2025,Roman Catholic,White,Bachelor's degree,Computers/technology,,,,,Did not serve,,,115,,,,,,,Scalise,,,
,Mary Gay,,,,08/30/1959,,1,U.S. Representative,Democrat,PA,7,11/13/2018,01/03/2019,Roman Catholic,White,Professional degree,Law,,,,,,,,115,,,,,,,Scanlon,,,
,Janice,D.,,Jan,05/26/1944,,1,U.S. Representative,Democrat,IL,9,01/20/1999,01/03/2025,Jewish,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,115,,,,,,,Schakowsky,,,
,Brian,,,,10/20/1972,,2,U.S. Senator,Democrat,HI,,12/27/2012,01/03/2023,Jewish,White,Bachelor's degree,Education,Public service/politics,,,,Did not serve,,,115,,,,,,,Schatz,,,
,Brian,,,,10/20/1972,,2,U.S. Senator,Democrat,HI,,12/27/2012,01/03/2029,Jewish,White,Bachelor's degree,Education,Public service/politics,,,,Did not serve,,,115,,,,,,,Schatz,,,
,Adam,B.,,,06/22/1960,,2,U.S. Representative,Democrat,CA,28,01/20/2013,01/03/2023,Jewish,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,115,,,,,,,Schiff,,,
,Brad,,,,08/20/1961,,2,U.S. Representative,Democrat,IL,10,01/20/2017,01/03/2025,Jewish,White,Master's degree,Business or banking,Engineering,,,,Did not serve,,,115,,,,,,,Schneider,,,
,Kurt,,,,10/19/1951,,2,U.S. Representative,Democrat,OR,5,01/06/2009,01/03/2023,Episcopalian,White,Professional degree,Medicine,,,,,Did not serve,,,115,,,,,,,Schrader,,,
,Charles,Ellis,,,11/23/1950,,2,U.S. Senator,Democrat,NY,,01/20/1999,01/03/2023,Jewish,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,115,,,,,,,Schumer,,,
,Charles,Ellis,,,11/23/1950,,2,U.S. Senator,Democrat,NY,,01/20/1999,01/03/2029,Jewish,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,115,,,,,,,Schumer,,,
,David,,,,03/03/1962,,2,U.S. Representative,Republican,AZ,6,01/20/2013,01/03/2025,Roman Catholic,White,Master's degree,Real Estate,,,,,Did not serve,,,115,,,,,,,Schweikert,,,
,Austin,,,,12/10/1969,,2,U.S. Representative,Republican,GA,8,01/20/2011,01/03/2025,Baptist,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Scott,,,
,David,Albert,,Dave,06/27/1946,,2,U.S. Representative,Democrat,GA,13,01/20/2003,01/03/2025,Baptist,African American,Master's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Scott,,,
,Robert,Cortez,,Bobby,04/30/1947,,2,U.S. Representative,Democrat,VA,3,01/03/1993,01/03/2025,Episcopalian,African American,Professional degree,Law,,,,,Army Reserve,National Guard,,115,,,,,,,Scott,,,
,Tim,,,,09/19/1965,,2,U.S. Senator,Republican,SC,,01/20/2013,01/03/2023,Christian,African American,Bachelor's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Scott,,,
,Tim,,,,09/19/1965,,2,U.S. Senator,Republican,SC,,01/20/2013,01/03/2029,Christian,African American,Bachelor's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Scott,,,
,F.,James,Jr.,,06/14/1943,,2,U.S. Representative,Republican,WI,5,01/03/2003,01/03/2021,Episcopalian,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,,115,,,,,,,Sensenbrenner,,,
,José,E.,,,10/24/1943,,2,U.S. Representative,Democrat,NY,15,01/03/2013,01/03/2021,Roman Catholic,Hispanic,High School graduate,Business or banking,Public service/politics,,,,Army Medical Corps,,,115,,,,,,,Serrano,,,
,Jefferson,Beauregard,III,Jeff,12/24/1946,,2,U.S. Senator,Republican,AL,,01/07/1997,02/08/2017,Methodist,White,Professional degree,Law,Public service/politics,,,,Army Reserve,,,115,,,,,,,Sessions,,,
,Pete,,,,03/22/1955,,2,U.S. Representative,Republican,TX,32,01/03/2003,01/03/2019,United Methodist,White,Bachelor's degree,Business or banking,Public service/politics,,,,Did not serve,,,115,,,,,,,Sessions,,,
,Terri,A.,,,01/01/1965,,1,U.S. Representative,Democrat,AL,7,01/20/2011,01/03/2025,Christian,African American,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Sewell,,,
,Jeanne,,,,01/28/1947,,1,U.S. Senator,Democrat,NH,,01/20/2009,01/03/2027,Protestant,White,Master's degree,Education,,,,,Did not serve,,,115,,,,,,,Shaheen,,,
,Carol,,,,12/02/1952,,1,U.S. Representative,Democrat,NH,1,01/03/2017,01/03/2019,Roman Catholic,White,Professional degree,Education,,,,,Did not serve,,,115,,,,,,,Shea-Porter,,,
,Richard,C.,,,05/06/1934,,2,U.S. Senator,Republican,AL,,01/03/1995,01/03/2023,Presbyterian,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,115,,,,,,,Shelby,,,
,Brad,,,,10/24/1954,,2,U.S. Representative,Democrat,CA,30,01/20/2013,01/03/2025,Jewish,White,Professional degree,Business or banking,Law,Public service/politics,,,Did not serve,,,115,,,,,,,Sherman,,,
,John,M.,,,02/21/1958,,2,U.S. Representative,Republican,IL,15,01/03/2013,01/03/2021,Lutheran,White,Bachelor's degree,Education,Military,Public service/politics,,,Army,Reserve,Reserve,115,,,,,,,Shimkus,,,
,William,,,Bill,01/10/1961,,2,U.S. Representative,Republican,PA,9,05/17/2001,01/03/2019,Lutheran,White,Professional degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Shuster,,,
,Michael,K.,,Mike,09/08/1950,,2,U.S. Representative,Republican,ID,2,01/20/1999,01/03/2025,Mormon,White,Professional degree,Medicine,,,,,Did not serve,,,115,,,,,,,Simpson,,,
,Kyrsten,,,,07/12/1976,,1,U.S. Representative,Democrat,AZ,9,01/03/2013,01/03/2019,Methodist,White,Professional degree,Education,Law,,,,Did not serve,,,115,,,,,,,Sinema,,,
,Albio,,,,01/26/1951,,2,U.S. Representative,Democrat,NJ,8,01/20/2013,01/03/2023,Roman Catholic,Hispanic,Master's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Sires,,,
